,pmid,author,year,title,journal,citedByNof1000
3122,2124706,Ogawa,1991,Brain magnetic resonance imaging with contrast dependent on blood oxygenation.,Proceedings of the National Academy of Sciences of the United States of America,2.0
3093,29581545,Weinhard,2018,Microglia remodel synapses by presynaptic trogocytosis and spine head filopodia induction.,Nature communications,2.0
3121,18448634,Gilman,2008,Why we like to drink: a functional magnetic resonance imaging study of the rewarding and anxiolytic effects of alcohol.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2.0
3094,28689984,De Biase,2017,Local Cues Establish and Maintain Region-Specific Phenotypes of Basal Ganglia Microglia.,Neuron,2.0
3095,27587003,Vanderschuren,2017,The neurobiology of social play and its rewarding value in rats.,Neuroscience and biobehavioral reviews,2.0
3096,26419496,Fuhrmann,2016,Adolescence as a Sensitive  Period of Brain Development.,Trends in cognitive sciences,2.0
3097,24982623,Bredewold,2014,Sex-specific modulation of juvenile social play behavior by vasopressin and oxytocin depends on social context.,Frontiers in behavioral neuroscience,2.0
3098,21778362,Paolicelli,2011,Synaptic pruning by microglia is necessary for normal brain development.,"Science (New York, N.Y.)",2.0
3101,18083105,Stevens,2008,The classical complement cascade mediates CNS synapse elimination.,Cell,2.0
3102,17475790,Seymour,2007,Differential encoding of losses and gains in the human striatum.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2.0
3103,10881038,Andersen,2000,Dopamine receptor pruning in prefrontal cortex during the periadolescent period in rats.,"Synapse (New York, N.Y.)",2.0
3104,10212056,Hol,1999,Isolation during the play period in infancy decreases adult social interactions in rats.,Behavioural brain research,2.0
3105,8612321,Teicher,1996,Evidence for dopamine receptor pruning between adolescence and adulthood in striatum but not nucleus accumbens.,Brain research. Developmental brain research,2.0
3106,2546087,Niesink,1989,Involvement of opioid and dopaminergic systems in isolation-induced pinning and social grooming of young rats.,Neuropharmacology,2.0
3107,21945724,Flagel,2012,A food predictive cue must be attributed with incentive salience for it to induce c-fos mRNA expression in cortico-striatal-thalamic brain regions.,Neuroscience,2.0
3110,8880737,Tomie,1997,Locating reward cue at response manipulandum (CAM) induces symptoms of drug abuse.,Neuroscience and biobehavioral reviews,2.0
3111,25576371,Sorg,2015,Anisomycin in the medial prefrontal cortex reduces reconsolidation of cocaine-associated memories in the rat self-administration model.,Neuropharmacology,2.0
3112,20685978,Li,2010,Basolateral amygdala cdk5 activity mediates consolidation and reconsolidation of memories for cocaine cues.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2.0
3116,11728784,Dackis,2002,Cocaine dependence: a disease of the brain's reward centers.,Journal of substance abuse treatment,2.0
3117,8876259,Grant,1996,Activation of memory circuits during cue-elicited cocaine craving.,Proceedings of the National Academy of Sciences of the United States of America,2.0
3119,25251290,Xie,2015,High-frequency electrical stimulation suppresses cholinergic accumbens interneurons in acute rat brain slices through GABA(B) receptors.,The European journal of neuroscience,2.0
3120,22443509,Buzsáki,2012,Mechanisms of gamma oscillations.,Annual review of neuroscience,2.0
3008,20622856,Gao,2010,A novel pathway regulates memory and plasticity via SIRT1 and miR-134.,Nature,2.0
3007,20711185,Im,2010,MeCP2 controls BDNF expression and cocaine intake through homeostatic interactions with microRNA-212.,Nature neuroscience,2.0
3002,24359524,Chen,2014,Changes in microRNA expression profile in hippocampus during the acquisition and extinction of cocaine-induced conditioned place preference in rats.,Journal of biomedical science,2.0
2896,17410168,Zhang,2007,Multimodal fast optical interrogation of neural circuitry.,Nature,2.0
2903,23201972,Klengel,2013,Allele-specific FKBP5 DNA demethylation mediates gene-childhood trauma interactions.,Nature neuroscience,2.0
2904,17854774,Hubert,2008,CART peptides as modulators of dopamine and psychostimulants and interactions with the mesolimbic dopaminergic system.,Biochemical pharmacology,2.0
2905,16774797,Stanek,2006,Cocaine- and amphetamine related transcript (CART) and anxiety.,Peptides,2.0
2906,16199517,Subramanian,2005,Gene set enrichment analysis: a knowledge-based approach for interpreting genome-wide expression profiles.,Proceedings of the National Academy of Sciences of the United States of America,2.0
2908,12600694,Chaki,2003,Cocaine- and amphetamine-regulated transcript peptide produces anxiety-like behavior in rodents.,European journal of pharmacology,2.0
2910,30156402,McCutcheon,2020,Mode of Sucrose Delivery Alters Reward-Related Phasic Dopamine Signals in Nucleus Accumbens.,ACS chemical neuroscience,2.0
2911,26642087,Syed,2016,Action initiation shapes mesolimbic dopamine encoding of future rewards.,Nature neuroscience,2.0
2913,25593298,Beckmann,2015,"Isolating the incentive salience of reward-associated stimuli: value, choice, and persistence.","Learning & memory (Cold Spring Harbor, N.Y.)",2.0
2914,25541036,Tunstall,2015,Sign-tracking predicts increased choice of cocaine over food in rats.,Behavioural brain research,2.0
2915,23748094,Robinson,2014,On the motivational properties of reward cues: Individual differences.,Neuropharmacology,2.0
2918,21507334,Lovic,2011,Rats prone to attribute incentive salience to reward cues are also prone to impulsive action.,Behavioural brain research,2.0
2921,11452299,Waelti,2001,Dopamine responses comply with basic assumptions of formal learning theory.,Nature,2.0
2922,20736996,Schroeder,2011,Disulfiram attenuates drug-primed reinstatement of cocaine seeking via inhibition of dopamine β-hydroxylase.,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,2.0
2923,19720750,Gaval-Cruz,2009,mechanisms of disulfiram-induced cocaine abstinence: antabuse and cocaine relapse.,Molecular interventions,2.0
2927,24725970,Arango-Lievano,2015,Cell-type specific expression of p11 controls cocaine reward.,Biological psychiatry,2.0
2928,22632977,Schmidt,2012,Identification of the cortical neurons that mediate antidepressant responses.,Cell,2.0
2930,17339521,Dunlop,2007,The role of dopamine in the pathophysiology of depression.,Archives of general psychiatry,2.0
2931,11684742,Shelton,2001,Can recovery from depression be achieved?,"Psychiatric services (Washington, D.C.)",2.0
2934,25502299,Giorgi,2015,Differential effects of cocaine on extracellular signal-regulated kinase phosphorylation in nuclei of the extended amygdala and prefrontal cortex of psychogenetically selected Roman high- and low-avoidance rats.,Journal of neuroscience research,2.0
2902,24642598,Bannon,2015,"A molecular profile of cocaine abuse includes the differential expression of genes that regulate transcription, chromatin, and dopamine cell phenotype.",Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,2.0
2894,18451784,Bari,2008,The application of the 5-choice serial reaction time task for the assessment of visual attentional processes and impulse control in rats.,Nature protocols,2.0
2936,21274702,Molander,2011,"High impulsivity predicting vulnerability to cocaine addiction in rats: some relationship with novelty preference but not novelty reactivity, anxiety or stress.",Psychopharmacology,2.0
2892,19254539,Lin,2009,Characterization of engineered channelrhodopsin variants with improved properties and kinetics.,Biophysical journal,2.0
2857,11931522,Repetti,2002,Risky families: family social environments and the mental and physical health of offspring.,Psychological bulletin,2.0
2858,11333982,Guillin,2001,BDNF controls dopamine D3 receptor expression and triggers behavioural sensitization.,Nature,2.0
2860,7687357,Hansen,1993,Interaction with pups enhances dopamine release in the ventral striatum of maternal rats: a microdialysis study.,"Pharmacology, biochemistry, and behavior",2.0
2865,21340473,Ding,2011,The stimulating effects of ethanol on ventral tegmental area dopamine neurons projecting to the ventral pallidum and medial prefrontal cortex in female Wistar rats: regional difference and involvement of serotonin-3 receptors.,Psychopharmacology,2.0
2869,23595737,Liu,2013,Connectivity-based parcellation of the human frontal pole with diffusion tensor imaging.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2.0
2870,23046915,Li,2013,Nucleus accumbens surgery for addiction.,World neurosurgery,2.0
2871,22846632,Jones,2013,"White matter integrity, fiber count, and other fallacies: the do's and don'ts of diffusion MRI.",NeuroImage,2.0
2872,21242843,Rigoard,2012,The accumbofrontal fasciculus in the human brain: a microsurgical anatomical study.,Neurosurgery,2.0
2874,19013554,Gutman,2009,A tractography analysis of two deep brain stimulation white matter targets for depression.,Biological psychiatry,2.0
2877,21182903,Kurokawa,2011,Gabapentin blocks methamphetamine-induced sensitization and conditioned place preference via inhibition of α₂/δ-1 subunits of the voltage-gated calcium channels.,Neuroscience,2.0
2880,9732375,Pierce,1998,Calcium-mediated second messengers modulate the expression of behavioral sensitization to cocaine.,The Journal of pharmacology and experimental therapeutics,2.0
2881,8621444,Gee,1996,"The novel anticonvulsant drug, gabapentin (Neurontin), binds to the alpha2delta subunit of a calcium channel.",The Journal of biological chemistry,2.0
2882,29268093,Abrahao,2019,"Alcohol and the Brain: Neuronal Molecular Targets, Synapses, and Circuits.",Neuron,2.0
2884,11579619,Nestler,2002,Molecular neurobiology of addiction.,The American journal on addictions,2.0
2885,30096299,Saunders,2019,Molecular Diversity and Specializations among the Cells of the Adult Mouse Brain.,Cell,2.0
2887,23790224,Voon,2014,"Measuring ""waiting"" impulsivity in substance addictions and binge eating disorder in a novel analogue of rodent serial reaction time task.",Biological psychiatry,2.0
2888,23744950,Burguière,2013,Optogenetic stimulation of lateral orbitofronto-striatal pathway suppresses compulsive behaviors.,"Science (New York, N.Y.)",2.0
2889,23368520,Jupp,2013,Dopaminergic and GABA-ergic markers of impulsivity in rats: evidence for anatomical localisation in ventral striatum and prefrontal cortex.,The European journal of neuroscience,2.0
2891,19396159,Sohal,2009,Parvalbumin neurons and gamma rhythms enhance cortical circuit performance.,Nature,2.0
2935,22823513,Peana,2013,Effects of L-cysteine on reinstatement of ethanol-seeking behavior and on reinstatement-elicited extracellular signal-regulated kinase phosphorylation in the rat nucleus accumbens shell.,"Alcoholism, clinical and experimental research",2.0
2937,20102564,Spina,2010,Role of dopamine D1 receptors and extracellular signal regulated kinase in the motivational properties of acetaldehyde as assessed by place preference conditioning.,"Alcoholism, clinical and experimental research",2.0
3001,26188473,Bosch,2016,mRNA and microRNA analysis reveals modulation of biochemical pathways related to addiction in the ventral tegmental area of methamphetamine self-administering rats.,BMC neuroscience,2.0
2968,19819426,Hamani,2010,Antidepressant-like effects of medial prefrontal cortex deep brain stimulation in rats.,Biological psychiatry,2.0
2971,18094257,Levy,2008,"Repeated electrical stimulation of reward-related brain regions affects cocaine but not ""natural"" reinforcement.",The Journal of neuroscience : the official journal of the Society for Neuroscience,2.0
2972,17637800,Kringelbach,2007,Translational principles of deep brain stimulation.,Nature reviews. Neuroscience,2.0
2975,11520912,Jackson,2001,Stimulation of prefrontal cortex at physiologically relevant frequencies inhibits dopamine release in the nucleus accumbens.,Journal of neurochemistry,2.0
2977,8592128,Karreman,1996,The prefrontal cortex regulates the basal release of dopamine in the limbic striatum: an effect mediated by ventral tegmental area.,Journal of neurochemistry,2.0
2979,27506251,Kim,2017,Brain Reward Circuits in Morphine Addiction.,Molecules and cells,2.0
2980,22193724,Schwendt,2012,RGS4 overexpression in the rat dorsal striatum modulates mGluR5- and amphetamine-mediated behavior and signaling.,Psychopharmacology,2.0
2982,16699510,Ding,2006,RGS4-dependent attenuation of M4 autoreceptor function in striatal cholinergic interneurons following dopamine depletion.,Nature neuroscience,2.0
2983,15063085,Nestler,2004,Historical review: Molecular and cellular mechanisms of opiate and cocaine addiction.,Trends in pharmacological sciences,2.0
2985,10414991,Manzoni,1999,Presynaptic regulation of glutamate release in the ventral tegmental area during morphine withdrawal.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2.0
2986,10077673,Derkach,1999,Ca2+/calmodulin-kinase II enhances channel conductance of alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionate type glutamate receptors.,Proceedings of the National Academy of Sciences of the United States of America,2.0
2987,6324244,Goeders,1984,Self-administration of methionine enkephalin into the nucleus accumbens.,"Pharmacology, biochemistry, and behavior",2.0
2988,26257641,Ji,2015,The origin of glutamatergic synaptic inputs controls synaptic plasticity and its modulation by alcohol in mice nucleus accumbens.,Frontiers in synaptic neuroscience,2.0
2989,26247621,Agoglia,2016,CaMKIIα-GluA1 Activity Underlies Vulnerability to Adolescent Binge Alcohol Drinking.,"Alcoholism, clinical and experimental research",2.0
2990,25861702,Cozzoli,2017,Protein Kinase C Epsilon Activity in the Nucleus Accumbens and Central Nucleus of the Amygdala Mediates Binge Alcohol Consumption.,Biological psychiatry,2.0
2995,18322089,Pawlak,2008,Dopamine receptor activation is required for corticostriatal spike-timing-dependent plasticity.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2.0
2996,12853374,Puig,2003,In vivo modulation of the activity of pyramidal neurons in the rat medial prefrontal cortex by 5-HT2A receptors: relationship to thalamocortical afferents.,"Cerebral cortex (New York, N.Y. : 1991)",2.0
2997,11285003,Centonze,2001,Dopaminergic control of synaptic plasticity in the dorsal striatum.,The European journal of neuroscience,2.0
2998,10594083,Rosenkranz,2000,Modulation of basolateral amygdala neuronal firing and afferent drive by dopamine receptor activation in vivo.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2.0
2999,7966895,Wechsler,1994,Health and behavioral consequences of binge drinking in college. A national survey of students at 140 campuses.,JAMA,2.0
2969,18690210,Kepecs,2008,"Neural correlates, computation and behavioural impact of decision confidence.",Nature,2.0
2967,20096858,Hamani,2010,Effects of different stimulation parameters on the antidepressant-like response of medial prefrontal cortex deep brain stimulation in rats.,Journal of psychiatric research,2.0
2938,19787337,Solecki,2010,Motivational effects of opiates in conditioned place preference and aversion paradigm--a study in three inbred strains of mice.,Psychopharmacology,2.0
2966,21982376,Fujisawa,2011,"A 4 Hz oscillation adaptively synchronizes prefrontal, VTA, and hippocampal activities.",Neuron,2.0
2939,19320634,Ibba,2010,Ethanol-induced extracellular signal regulated kinase: role of dopamine D1 receptors.,"Alcoholism, clinical and experimental research",2.0
2941,18418365,Fattore,2009,"The Roman high- and low-avoidance rat lines differ in the acquisition, maintenance, extinction, and reinstatement of intravenous cocaine self-administration.",Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,2.0
2942,18041576,Zhai,2008,Drug-induced alterations in the extracellular signal-regulated kinase (ERK) signalling pathway: implications for reinforcement and reinstatement.,Cellular and molecular neurobiology,2.0
2943,17564678,Acquas,2007,"Differential effects of intravenous R,S-(+/-)-3,4-methylenedioxymethamphetamine (MDMA, Ecstasy) and its S(+)- and R(-)-enantiomers on dopamine transmission and extracellular signal regulated kinase phosphorylation (pERK) in the rat nucleus accumbens shell and core.",Journal of neurochemistry,2.0
2944,17164110,Giorgi,2007,The psychogenetically selected Roman high- and low-avoidance rat lines: a model to study the individual vulnerability to drug addiction.,Neuroscience and biobehavioral reviews,2.0
2945,16930158,Koob,2006,The neurobiology of addiction: a neuroadaptational view relevant for diagnosis.,"Addiction (Abingdon, England)",2.0
2948,15184110,Beninger,2004,The role of signaling molecules in reward-related incentive learning.,Neurotoxicity research,2.0
2950,14517176,Salzmann,2004,Importance of ERK activation in behavioral and biochemical effects induced by MDMA in mice.,British journal of pharmacology,2.0
2952,11224235,Acquas,None,D1 receptor blockade stereospecifically impairs the acquisition of drug-conditioned place preference and place aversion.,Behavioural pharmacology,2.0
2953,8566101,Suzuki,1996,Blockade of morphine-induced place preference by diazepam in mice.,European journal of pharmacology,2.0
2954,7908722,Funada,1994,Blockade of morphine reward through the activation of kappa-opioid receptors in mice.,Neuropharmacology,2.0
2955,3556198,Leone,1987,Blockade of D-1 receptors by SCH 23390 antagonizes morphine- and amphetamine-induced place preference conditioning.,European journal of pharmacology,2.0
2956,27069377,Schultz,2017,Dopamine reward prediction error coding.,Dialogues in clinical neuroscience,2.0
2957,26826101,Murty,2018,Hippocampus and Prefrontal Cortex Predict Distinct Timescales of Activation in the Human Ventral Tegmental Area.,"Cerebral cortex (New York, N.Y. : 1991)",2.0
2959,26719853,Schultz,None,Phasic dopamine signals: from subjective reward value to formal economic utility.,Current opinion in behavioral sciences,2.0
2961,24403158,Francois,2014,Differential contributions of infralimbic prefrontal cortex and nucleus accumbens during reward-based learning and extinction.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2.0
2962,24139146,Rea,2014,Anti-anhedonic effect of deep brain stimulation of the prefrontal cortex and the dopaminergic reward system in a genetic rat model of depression: an intracranial self-stimulation paradigm study.,Brain stimulation,2.0
2964,23259943,Euston,2013,The role of medial prefrontal cortex in memory and decision making.,Neuron,2.0
2965,22098195,Lozano,2012,A multicenter pilot study of subcallosal cingulate area deep brain stimulation for treatment-resistant depression.,Journal of neurosurgery,2.0
2500,23062870,Guo,2013,DBS of nucleus accumbens on heroin seeking behaviors in self-administering rats.,Drug and alcohol dependence,2.0
2546,23534055,Kavalali,2013,Synaptic mechanisms underlying rapid antidepressant action of ketamine.,The American journal of psychiatry,2.0
2497,7473138,Kim,1995,"Nitric oxide mediation of cocaine-induced dopaminergic behaviors: ambulation-accelerating activity, reverse tolerance and conditioned place preference in mice.",The Journal of pharmacology and experimental therapeutics,2.0
1920,15363399,Phelps,2004,Extinction learning in humans: role of the amygdala and vmPFC.,Neuron,2.0
1934,10212475,Hilfiker,1999,Synapsins as regulators of neurotransmitter release.,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences",2.0
1933,11404410,Tyler,2001,BDNF enhances quantal neurotransmitter release and increases the number of docked vesicles at the active zones of hippocampal excitatory synapses.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2.0
1932,15118123,Fremeau,2004,Vesicular glutamate transporters 1 and 2 target to functionally distinct synaptic release sites.,"Science (New York, N.Y.)",2.0
1930,16870745,Sun,2006,Repeated cocaine self-administration alters processing of cocaine-related information in rat prefrontal cortex.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2.0
1922,1335271,Parker,1993,Morphine- and naltrexone-induced modification of palatability: analysis by the taste reactivity test.,Behavioral neuroscience,2.0
1921,14551436,Eisenberger,2003,Does rejection hurt? An FMRI study of social exclusion.,"Science (New York, N.Y.)",2.0
1915,28624112,Hurley,2018,Opposing Roles of Rapid Dopamine Signaling Across the Rostral-Caudal Axis of the Nucleus Accumbens Shell in Drug-Induced Negative Affect.,Biological psychiatry,2.0
1936,28603489,Martinez,None,Corticostriatal Regulation of Acute Pain.,Frontiers in cellular neuroscience,2.0
2496,8898749,Zubieta,1996,Increased mu opioid receptor binding detected by PET in cocaine-dependent men is associated with cocaine craving.,Nature medicine,2.0
2134,18640910,Everitt,2008,Review. Neural mechanisms underlying the vulnerability to develop compulsive drug-seeking habits and addiction.,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences",2.0
2136,18593591,Salling,2008,Nonselective suppression of operant ethanol and sucrose self-administration by the mGluR7 positive allosteric modulator AMN082.,"Pharmacology, biochemistry, and behavior",2.0
2137,18488248,Hearing,2008,Relapse to cocaine-seeking increases activity-regulated gene expression differentially in the striatum and cerebral cortex of rats following short or long periods of abstinence.,Brain structure & function,2.0
2139,18425089,Cingolani,2008,Actin in action: the interplay between the actin cytoskeleton and synaptic efficacy.,Nature reviews. Neuroscience,2.0
2148,17513051,Famous,2007,"When administered into the nucleus accumbens core or shell, the NMDA receptor antagonist AP-5 reinstates cocaine-seeking behavior in the rat.",Neuroscience letters,2.0
1935,9716936,White,1998,Neuroadaptations involved in amphetamine and cocaine addiction.,Drug and alcohol dependence,2.0
1937,27708103,Okuyama,2017,Ventral CA1 neurons store social memory.,"Science (New York, N.Y.)",2.0
2152,16963113,Rodríguez-Borrero,2007,NMDA antagonist AP-5 increase environmentally induced cocaine-conditioned locomotion within the nucleus accumbens.,"Pharmacology, biochemistry, and behavior",2.0
1967,28593190,Sackett,2018,Nucleus Accumbens Shell Dopamine Preferentially Tracks Information Related to Outcome Value of Reward.,eNeuro,2.0
1975,11245696,Bradley,2001,Sexual behavior induction of c-Fos in the nucleus accumbens and amphetamine-stimulated locomotor activity are sensitized by previous sexual experience in female Syrian hamsters.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2.0
1974,11312308,Becker,2001,The role of dopamine in the nucleus accumbens and striatum during sexual behavior in the female rat.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2.0
1973,15727527,Bradley,2005,6-Hydroxydopamine lesions in female hamsters (Mesocricetus auratus) abolish the sensitized effects of sexual experience on copulatory interactions with males.,Behavioral neuroscience,2.0
1972,17596422,Sabatinelli,2008,Pleasure rather than salience activates human nucleus accumbens and medial prefrontal cortex.,Journal of neurophysiology,2.0
1971,19566711,Hedges,2009,Delta FosB overexpression in the nucleus accumbens enhances sexual reward in female Syrian hamsters.,"Genes, brain, and behavior",2.0
1969,22609047,Georgiadis,2012,The human sexual response cycle: brain imaging evidence linking sex to other pleasures.,Progress in neurobiology,2.0
1966,6273735,Stoof,1982,Opposing roles for D-1 and D-2 dopamine receptors in efflux of cyclic AMP from rat neostriatum.,Nature,2.0
1938,26603560,Navratilova,2016,Brain Circuits Encoding Reward from Pain Relief.,Trends in neurosciences,2.0
1964,15102958,Mizoguchi,2004,Regulations of methamphetamine reward by extracellular signal-regulated kinase 1/2/ets-like gene-1 signaling pathway via the activation of dopamine receptors.,Molecular pharmacology,2.0
1961,23000618,Kurokawa,2013,"Possible involvement of type 1 inositol 1,4,5-trisphosphate receptors up-regulated by dopamine D1 and D2 receptors in mouse nucleus accumbens neurons in the development of methamphetamine-induced place preference.",Neuroscience,2.0
1959,11110834,Delgado,2001,Tracking the hemodynamic responses to reward and punishment in the striatum.,Journal of neurophysiology,2.0
1956,15888656,Knutson,2006,Distributed neural representation of expected value.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2.0
1943,21415847,El Mestikawy,2011,From glutamate co-release to vesicular synergy: vesicular glutamate transporters.,Nature reviews. Neuroscience,2.0
1939,26260133,Su,2016,Persistent pain alters AMPA receptor subunit levels in the nucleus accumbens.,Molecular brain,2.0
2149,17499120,McGinty,2007,Co-localization of GABA with other neuroactive substances in the basal ganglia.,Progress in brain research,2.0
2155,16571766,Fuchs,2006,Different neural substrates mediate cocaine seeking after abstinence versus extinction training: a critical role for the dorsolateral caudate-putamen.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2.0
1978,7619325,Mermelstein,1995,Increased extracellular dopamine in the nucleus accumbens and striatum of the female rat during paced copulatory behavior.,Behavioral neuroscience,2.0
2218,9610885,Nicholson,1998,Extracellular space structure revealed by diffusion analysis.,Trends in neurosciences,2.0
2210,10400690,Hayashi,1999,Regulation of neuronal nitric-oxide synthase by calmodulin kinases.,The Journal of biological chemistry,2.0
2211,10381753,Mead,1999,"CNQX but not NBQX prevents expression of amphetamine-induced place preference conditioning: a role for the glycine site of the NMDA receptor, but not AMPA receptors.",The Journal of pharmacology and experimental therapeutics,2.0
2212,10362308,Consolo,1999,Different sensitivity of in vivo acetylcholine transmission to D1 receptor stimulation in shell and core of nucleus accumbens.,Neuroscience,2.0
2213,10227079,Mark,1999,Self-administration of cocaine increases the release of acetylcholine to a greater extent than response-independent cocaine in the nucleus accumbens of rats.,Psychopharmacology,2.0
2214,10218863,Chergui,1999,Modulation by dopamine D1-like receptors of synaptic transmission and NMDA receptors in rat nucleus accumbens is attenuated by the protein kinase C inhibitor Ro 32-0432.,Neuropharmacology,2.0
2215,10087032,Hu,1999,The regulation of dopamine transmission by metabotropic glutamate receptors.,The Journal of pharmacology and experimental therapeutics,2.0
2219,9456172,Testa,1998,Immunohistochemical localization of metabotropic glutamate receptors mGluR1a and mGluR2/3 in the rat basal ganglia.,The Journal of comparative neurology,2.0
2206,10700660,Ahmed,2000,Persistent increase in the motivation to take heroin in rats with a history of drug escalation.,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,2.0
2221,9372294,Apicella,1998,Responses of tonically discharging neurons in the monkey striatum to primary rewards delivered during different behavioral states.,Experimental brain research,2.0
2222,9295396,Shigemoto,1997,Differential presynaptic localization of metabotropic glutamate receptor subtypes in the rat hippocampus.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2.0
2226,9045740,O'Donnell,1997,Interconnected parallel circuits between rat nucleus accumbens and thalamus revealed by retrograde transynaptic transport of pseudorabies virus.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2.0
2227,8987801,Bonci,1997,Increased probability of GABA release during withdrawal from morphine.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2.0
2231,8684625,Petralia,1996,"The metabotropic glutamate receptors, mGluR2 and mGluR3, show unique postsynaptic, presynaptic and glial localizations.",Neuroscience,2.0
2232,8667013,Xue,1996,"Acute and repeated systemic amphetamine administration: effects on extracellular glutamate, aspartate, and serine levels in rat ventral tegmental area and nucleus accumbens.",Journal of neurochemistry,2.0
2208,10650185,Cadoni,2000,Differential changes in accumbens shell and core dopamine in behavioral sensitization to nicotine.,European journal of pharmacology,2.0
2205,10851171,Turrigiano,2000,Hebb and homeostasis in neuronal plasticity.,Current opinion in neurobiology,2.0
2164,15731896,Ahmed,2006,Transition to drug addiction: a negative reinforcement model based on an allostatic decrease in reward function.,Psychopharmacology,2.0
2182,12527470,Popik,2003,"Morphine conditioned reward is inhibited by MPEP, the mGluR5 antagonist.",Neuropharmacology,2.0
2165,15661621,Jones,2005,Synaptic plasticity and drug addiction.,Current opinion in pharmacology,2.0
2167,15450156,Malenka,2004,LTP and LTD: an embarrassment of riches.,Neuron,2.0
2171,15152032,Baptista,2004,Preferential effects of the metabotropic glutamate 2/3 receptor agonist LY379268 on conditioned reinstatement versus primary reinforcement: comparison between cocaine and a potent conventional reinforcer.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2.0
2174,14749442,Chuhma,2004,Dopamine neurons mediate a fast excitatory signal via their glutamatergic synapses.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2.0
2176,14579420,Li,2004,Repeated exposure to amphetamine disrupts dopaminergic modulation of excitatory synaptic plasticity and neurotransmission in nucleus accumbens.,"Synapse (New York, N.Y.)",2.0
2181,12560131,Wright,2003,Ethanol-induced impairment of spatial memory and brain matrix metalloproteinases.,Brain research,2.0
2184,12491029,Anderson,2003,Administration of the D1-like dopamine receptor antagonist SCH-23390 into the medial nucleus accumbens shell attenuates cocaine priming-induced reinstatement of drug-seeking behavior in rats.,Psychopharmacology,2.0
2202,10996406,Mueller,2000,Cocaine-induced conditioned place preference: reinstatement by priming injections of cocaine after extinction.,Behavioural brain research,2.0
2187,12183632,Gu,2002,S-nitrosylation of matrix metalloproteinases: signaling pathway to neuronal cell death.,"Science (New York, N.Y.)",2.0
1984,22178712,Trost,2013,Mapping aesthetic musical emotions in the brain.,"Cerebral cortex (New York, N.Y. : 1991)",2.0
2194,11716816,Uslaner,2002,"Environmental context modulates the ability of cocaine and amphetamine to induce c-fos mRNA expression in the neocortex, caudate nucleus, and nucleus accumbens.",Brain research,2.0
2196,11591452,Tamaru,2001,Distribution of metabotropic glutamate receptor mGluR3 in the mouse CNS: differential location relative to pre- and postsynaptic sites.,Neuroscience,2.0
2197,11512037,Bisaga,2001,The NMDA antagonist memantine attenuates the expression of opioid physical dependence in humans.,Psychopharmacology,2.0
2200,11255927,Bardo,2001,Conditioned place preference: what does it add to our preclinical understanding of drug reward?,Psychopharmacology,2.0
1976,10512571,Kohlert,1999,Sexual experience sensitizes mating-related nucleus accumbens dopamine responses of female Syrian hamsters.,Behavioural brain research,2.0
1979,1871414,Rivas,1991,Accumbens lesion in female rats increases mount rejection without modifying lordosis.,Revista espanola de fisiologia,2.0
2235,8357526,Burns,1993,"Differential effects of excitotoxic lesions of the basolateral amygdala, ventral subiculum and medial prefrontal cortex on responding with conditioned reinforcement and locomotor activity potentiated by intra-accumbens infusions of D-amphetamine.",Behavioural brain research,2.0
2033,25873042,Nutt,2015,The dopamine theory of addiction: 40 years of highs and lows.,Nature reviews. Neuroscience,2.0
2024,3107759,Oades,1987,Ventral tegmental (A10) system: neurobiology. 1. Anatomy and connectivity.,Brain research,2.0
2025,25171081,Guadarrama-Bazante,2015,Dopamine receptors play distinct roles in sexual behavior expression of rats with a different sexual motivational tone.,Behavioural pharmacology,2.0
2026,20955733,Stolzenberg,2011,Hypothalamic interaction with the mesolimbic DA system in the control of the maternal and sexual behaviors in rats.,Neuroscience and biobehavioral reviews,2.0
2027,19453889,Pfaus,2009,Pathways of sexual desire.,The journal of sexual medicine,2.0
